,Statistics,Pvalues,Difference_mean,Log_P
VAR,0.6974787510649586,0.4855032328198441,0.8921568627450981,0.7225693325296846
ICR,0.8358216438381735,0.40325524839814575,0.9804669915313693,0.9081855468150297
MaxTD,0.7090073254627265,0.47831993095866177,0.9545454545454546,0.7374754587508143
MeanTD,0.386207242325225,0.6993431904720091,0.9197093657696505,0.3576136837428012
MaxDD,0.06917144638660747,0.944853151135727,1.0625,0.056725759187114505
MeanDD,-1.1125074293846033,0.2659200376075681,1.0742512616370015,1.324559625890695
SMTI,0.1556357543698668,0.8763201404282097,1.026335478078707,0.1320237976991012
SMTIV,0.1037571695799112,0.9173620566705083,0.956070407702723,0.0862530573097723
GMTI,0.1556357543698668,0.8763201404282097,1.0850085709833255,0.1320237976991012
GMTIV,-0.05764287198883955,0.9540330995169046,0.9571462820154233,0.047056912625343617
Xu,0.21327862635870634,0.8311096437240331,0.9776716676393936,0.18499355092407962
CSI,0.30550722154084964,0.7599798707237732,0.8564814814814815,0.27446333194228983
Wap,-0.7897073462471018,0.42969870008736166,1.3790225664307652,0.8446710133689898
S1K,0.9511073878158526,0.34154986479769756,0.8652093200747721,1.074261593653581
S2K,0.6974787510649586,0.4855032328198441,0.8564205094894607,0.7225693325296846
S3K,1.279671758152238,0.2006606011323343,0.670916749529763,1.6061403497135458
PHI,0.9511073878158526,0.34154986479769756,0.7218291050971486,1.074261593653581
PW2,-1.3430789173399615,0.17924642142322345,1.0093057060598842,1.7189937638678114
PW3,-1.6428218516819273,0.10041979768398678,1.0474434714470908,2.298395903076006
PW4,-1.0952145677879515,0.2734226449790055,1.01556829368338,1.2967365308398875
PW5,-0.30550722154084964,0.7599798707237732,0.9895567772949811,0.27446333194228983
MAXDN,0.8761716542303611,0.38093672374582943,0.9782158547714109,0.9651219970554199
MAXDP,0.40350010392187685,0.6865803583016667,1.0446839192302324,0.3760320055601847
DELS,0.9799288238102724,0.32712125379898005,0.9168688792875576,1.1174243700919972
TIE,0.6225430174794672,0.5335848667781606,0.7611305881668305,0.6281371453935363
Psi_i_s,0.9280502390203168,0.35338151004164753,0.8868534482758625,1.0402070406643638
Psi_i_A,0.7320644742582623,0.4641292160767896,0.9636263653887348,0.7675922826009383
Psi_i_0,0.3170357959386175,0.751216440960708,1.0232902981050491,0.28606146506466124
Psi_i_1,0.1671643287676347,0.8672407509628441,1.063179673711055,0.14243865797687377
Psi_i_t,-0.5706644326895116,0.5682271328927073,2.116065575686938,0.5652340583390679
Psi_i_0d,-1.3891932149310333,0.16477400439522027,-0.31870829627998604,1.8031804142693437
Psi_i_1d,-0.5706644326895116,0.5682271328927073,1.0112086998883085,0.5652340583390679
Psi_i_1s,0.08646430798325933,0.9310973278847767,2.461590677763877,0.07139146593950298
Psi_e_A,0.7320644742582623,0.4641292160767896,0.9876582609643545,0.7675922826009383
Psi_e_0,0.32280008313750147,0.7468466500397626,0.9578827145878194,0.29189540268844594
Psi_e_1,0.4611429759107164,0.6446960303989435,0.8931331371317944,0.4389763439686144
Psi_e_t,0.32856437033638547,0.7424849824604745,5.797252244729986,0.2977526341522821
BAC,1.2047360245667467,0.2283052242441449,0.7105263157894737,1.4770718424662208
LOC,2.328772028349118,0.019871145988527492,0.8328182969478497,3.918486549772125
MWC01,-0.09799288238102724,0.9219379452036464,1.014099301548857,0.08127736224195586
MWC02,-0.13257860557433096,0.8945266533131705,1.012870705370056,0.11146057959279804
MWC03,-0.1902214775631705,0.8491355817199183,1.011095603768272,0.1635364096376257
MWC04,-0.2478643495520101,0.8042393642289956,1.0050149259751988,0.21785833740926333
MWC05,-0.2997429343419657,0.7643732466005716,1.0044870778484893,0.26869906644282876
MWC06,-0.14410717997209888,0.8854158351070632,1.0035527414179184,0.12169787415115998
MWC07,-0.10952145677879514,0.9127889040869848,1.0005945864435184,0.09125063641636608
MWC08,-0.1902214775631705,0.8491355817199183,1.000469192152531,0.1635364096376257
MWC09,-0.35162151913192125,0.7251221246333034,1.0009203831083857,0.32141519054312123
MWC10,-0.3631500935296892,0.7164927659199594,1.0008503562757716,0.3333871281780557
SRW02,-0.09799288238102724,0.9219379452036464,1.0118846673560444,0.08127736224195586
SRW03,0.0,1.0,,-0.0
SRW04,-0.16140004156875074,0.871778333934971,1.010905076073895,0.1372200915915374
SRW05,-1.1989717373678628,0.2305389353834909,1.0,1.4673355137452784
SRW06,-0.19598576476205448,0.8446213080048428,1.0039667133732377,0.16886690828425613
SRW07,0.4092643911207608,0.6823456445733613,1.0,0.38221893929873096
SRW08,-0.10952145677879514,0.9127889040869848,1.000069605290699,0.09125063641636608
SRW09,0.52455013509844,0.5998959588819602,0.9986979315653942,0.5109990406652316
SRW10,-0.040350010392187684,0.9678140836903182,0.9966387017415831,0.032715272455276466
MPC01,-0.09799288238102724,0.9219379452036464,1.014099301548857,0.08127736224195586
MPC02,-0.16140004156875074,0.871778333934971,1.0133255550010523,0.1372200915915374
MPC03,-0.48420012470625223,0.6282438484081292,1.0124602566424046,0.46482689423688844
MPC04,-0.8415859310370575,0.40001976702511455,1.0072598318114572,0.9162413155323762
MPC05,-0.8877002286281291,0.3747020228992759,1.0073511169621276,0.9816241744800257
MPC06,-1.2450860349589343,0.21310012686843538,1.0239196170877123,1.545993144530791
MPC07,-1.2335574605611663,0.21736785273608528,1.0269141986248733,1.5261641867282436
MPC08,-1.2335574605611663,0.21736785273608528,1.023680805334068,1.5261641867282436
MPC09,-1.0952145677879515,0.2734226449790055,1.0305410455073714,1.2967365308398875
MPC10,-0.7032430382638425,0.4819043021909505,1.0135108102539632,0.7300097278161435
piPC01,-0.21327862635870634,0.8311096437240331,1.0272771014004909,0.18499355092407962
piPC02,-0.5476072838939757,0.5839615869153018,1.0091267047301704,0.5379200741471974
piPC03,-1.02027883420246,0.3075962385533517,1.0286080756380267,1.1789672697955333
piPC04,-0.9338145262192008,0.35039957505128116,1.0176986537871155,1.048681132673829
piPC05,-0.45537868871183246,0.6488368244185957,1.0175298586872608,0.4325740200563964
piPC06,-0.24210006235312612,0.8087026298877622,1.0180932794157798,0.2123240068913832
piPC07,-0.2651572111486619,0.7908883559462445,1.0242011906866493,0.23459846410118493
piPC08,-0.3112715087397336,0.7555942248898722,1.021961172520732,0.28025078646250856
piPC09,-0.9568716750147366,0.33863202947629767,1.0384383201843224,1.0828412199106936
piPC10,-0.9799288238102724,0.32712125379898005,1.0600489006091807,1.1174243700919972
TWC,-0.32856437033638547,0.7424849824604745,1.000821572741779,0.2977526341522821
TPC,-0.8358216438381735,0.40325524839814575,1.024886457586581,0.9081855468150297
piID,-1.1413288653790232,0.2537330944017636,1.0382930441443579,1.3714723738927908
PCR,-0.6571287406727709,0.5110981401497345,1.0065139677308836,0.6711936521311068
PCD,-0.8415859310370575,0.40001976702511455,1.047100762497926,0.9162413155323762
CID,0.07493573358549142,0.9402658451828672,1.005471528875422,0.06159262967810831
BID,0.21327862635870634,0.8311096437240331,0.9985964604674333,0.18499355092407962
X0,0.4669072631096004,0.640566228628122,0.9587401810734804,0.44540276154185093
X1,0.12105003117656306,0.9036514073723857,1.0172205216286248,0.10131160427085432
X2,0.12105003117656306,0.9036514073723857,1.0252726449318619,0.10131160427085432
X3,-0.32280008313750147,0.7468466500397626,1.0756882348923666,0.29189540268844594
X4,-0.5821930070872795,0.5604366830935835,1.0550392464420397,0.5790390078936234
X5,-0.2824500727453138,0.7775984247433526,1.0785590209373204,0.25154505163097324
X0A,1.9656219348194288,0.04934229841179006,0.9934256972909493,3.008973585832728
X1A,1.5275361077042482,0.12662775566451362,0.9892440112857853,2.0665035542452412
X2A,1.400721789328801,0.1612972842826581,0.982896290001301,1.8245061304300416
X3A,0.34009294473415336,0.7337865347411743,1.0065456459367237,0.3095371172686022
X4A,0.017292861596651866,0.9862029803738575,1.0100687105629065,0.013893083118136465
X5A,0.8704073670314773,0.3840778221131187,1.0301380805825122,0.9569100851746158
X0v,0.52455013509844,0.5998959588819602,1.003436183702151,0.5109990406652316
X1v,0.5937215814850474,0.5526983460076642,1.0536730345595393,0.5929429127154016
X2v,0.4150286783196448,0.6781209092299321,1.0747795921087901,0.3884296747434977
X3v,0.2651572111486619,0.7908883559462445,1.1347808362765714,0.23459846410118493
X4v,0.16140004156875074,0.871778333934971,1.3040083397218936,0.1372200915915374
X5v,0.16140004156875074,0.871778333934971,1.3409770619278345,0.1372200915915374
X0Av,1.2739074709533542,0.20269621038902486,0.9779004407094752,1.5960469213623685
X1Av,1.550593256499784,0.1209991892212295,0.9663258034033352,2.1119714340588414
X2Av,1.2912003325500059,0.19663421983958496,0.966697957414702,1.626410028228334
X3Av,0.899228803025897,0.368530801392455,0.9788236501165456,0.9982309849775868
X4Av,1.0029859726058081,0.3158676293688869,0.9801245881366923,1.1524320475582508
X5Av,0.7493573358549142,0.45364185848405525,0.9960063074137694,0.7904472502176008
X0sol,0.3170357959386175,0.751216440960708,1.0609373833456255,0.28606146506466124
X1sol,0.21904291355759029,0.826616619185554,1.0923607249516134,0.19041427163171545
X2sol,-0.09222859518214328,0.9265164191921244,1.1039453396552608,0.07632351167373526
X3sol,-0.8588787926337094,0.39040739086176446,1.1734624909733984,0.9405644931117312
X4sol,-0.9799288238102724,0.32712125379898005,1.1241740663029143,1.1174243700919972
X5sol,-1.0721574189924157,0.2836493323032301,1.153950427600465,1.2600165491582858
XMOD,0.06917144638660747,0.944853151135727,1.0685034751330613,0.056725759187114505
RDCHI,0.13257860557433096,0.8945266533131705,0.9922950287587644,0.11146057959279804
RDSQ,-0.06340715918772351,0.9494422865175749,1.1003701113264195,0.051880533602357
X1Kup,0.5014929863029041,0.6160242127017406,0.9966547958960534,0.4844690098870965
X1Mad,0.2075143391598224,0.8356081953650434,1.029476997729827,0.17959544158687982
X1Per,0.5879572942861634,0.5565609579696686,0.98920051690672,0.585978576134819
X1MulPer,0.5764287198883955,0.5643254366837849,0.993820883520125,0.5721241784966697
ISIZ,0.7320644742582623,0.4641292160767896,0.9446026833134186,0.7675922826009383
IAC,0.8819359414292451,0.377811449474418,0.8997870296066367,0.973360018724337
AAC,0.2709214983475459,0.786451409876179,0.9847714076475074,0.240224338587856
IDE,0.5591358582917436,0.5760690040452272,0.9686044047833201,0.5515278267719053
IDM,0.1902214775631705,0.8491355817199183,1.003517026185046,0.1635364096376257
IDDE,0.7954716334459858,0.42633920535257874,0.9785142203651959,0.8525199928607538
IDDM,0.09799288238102724,0.9219379452036464,0.9996767555273754,0.08127736224195586
IDET,0.20175005196093843,0.8401121312533795,0.9690369967732594,0.1742199064663634
IDMT,0.21327862635870634,0.8311096437240331,0.9723373872037238,0.18499355092407962
IVDE,1.8849219140350533,0.059440381005818936,0.9876597496387258,2.822781468670247
IVDM,0.12105003117656306,0.9036514073723857,1.0040063567311097,0.10131160427085432
Ges,0.3458572319330373,0.7294500113144082,1.0,0.31546443795335705
rGes,0.3746786679274571,0.7078994589853796,1.0,0.34545320245517486
S0K,0.2709214983475459,0.786451409876179,1.0022815089575519,0.240224338587856
HVcpx,0.44385011431406457,0.6571509534273993,0.9826672304379924,0.419841525203161
HDcpx,0.20175005196093843,0.8401121312533795,1.003046120786178,0.1742199064663634
Uindex,0.9395788134180847,0.3474336479798993,0.7313230571308774,1.0571815732738943
Vindex,0.24210006235312612,0.8087026298877622,0.9978467194744253,0.2123240068913832
Xindex,0.7781787718493339,0.43646362956340545,0.9801518732188405,0.8290502300528203
Yindex,-0.03458572319330373,0.9724100859310765,1.0487793137725308,0.027977664390055463
BertzCT,-0.386207242325225,0.6993431904720091,1.0661694891401017,0.3576136837428012
IC0,0.2709214983475459,0.786451409876179,0.9847714076475074,0.240224338587856
IC1,-2.2538362947636266,0.02420646858008357,1.0522678482496655,3.7211353848392257
IC2,-1.815750467648446,0.06940865857089269,1.0213409237164655,2.66774365598232
IC3,-0.6917144638660746,0.48911666191921854,1.002555037210589,0.7151542455292025
IC4,-0.0518785847899556,0.9586254381552106,1.0050625572548588,0.042254855830888165
IC5,0.2824500727453138,0.7775984247433526,0.9977186020900111,0.25154505163097324
TIC0,0.8819359414292451,0.377811449474418,0.8997870296066367,0.973360018724337
TIC1,0.0518785847899556,0.9586254381552106,0.9781634766704433,0.042254855830888165
TIC2,0.45537868871183246,0.6488368244185957,0.9490913126547269,0.4325740200563964
TIC3,0.77241448465045,0.43986897766684296,0.9514090967153926,0.8212783744444135
TIC4,0.6974787510649586,0.4855032328198441,0.9559575196380427,0.7225693325296846
TIC5,0.6744216022694227,0.5000433126245314,0.9559575196380427,0.6930605590626328
SIC0,-0.639835879076119,0.5222793040273352,0.9544486354104014,0.6495527690093675
SIC1,-1.1932074501689787,0.23278813761280504,1.032508500008884,1.4576265196945741
SIC2,-1.6197647028863915,0.1052828312215219,1.0319049441073056,2.2511049194650314
SIC3,-1.181678875771211,0.23733314325520183,1.0053511078576491,1.4382904571295954
SIC4,-1.3200217685444258,0.1868277501385447,1.0153647877641228,1.6775682088751191
SIC5,-1.3546074917377295,0.17554264529860852,1.0200852067425605,1.739873272439807
CIC0,0.6628930278716548,0.5073990673798151,1.0070417544511396,0.6784574698560607
CIC1,1.0779217061912996,0.28106869770867404,0.897839205117368,1.2691561636961575
CIC2,1.539064682102016,0.12378850614882354,0.8315072681880532,2.0891807651352448
CIC3,1.1009788549868353,0.27090586010893514,0.8544927192218846,1.305983898124557
CIC4,1.2508503221578182,0.21098909126383536,0.742053646565203,1.5559488470139669
CIC5,1.2162645989645147,0.22388414249614141,0.7199229028226152,1.4966265819313866
BIC0,-0.43808582711518057,0.6613240680116785,0.9505837356951324,0.41351128996655656
BIC1,-1.0145145470035761,0.31033729164377166,1.0156591097754537,1.170095535426259
BIC2,-1.2335574605611663,0.21736785273608528,1.0261286123774105,1.5261641867282436
BIC3,-0.6744216022694227,0.5000433126245314,1.0032779456864818,0.6930605590626328
BIC4,-0.5764287198883955,0.5643254366837849,0.9983674273979812,0.5721241784966697
BIC5,-0.5072572735017881,0.6119743135399909,1.0006689481652644,0.49106496869051647
J_A,0.8819359414292451,0.377811449474418,0.7211343352034416,0.973360018724337
SpPos_A,-0.06340715918772351,0.9494422865175749,1.051926619838714,0.051880533602357
SpPosA_A,-2.1154934019904115,0.03438791668574748,1.0071236868734659,3.3700500354439726
SpPosLog_A,0.09799288238102724,0.9219379452036464,1.0211939323286523,0.08127736224195586
SpMax_A,2.84179358904979,0.004486052577318704,0.9867783515228813,5.406782122641009
SpMaxA_A,-0.10952145677879514,0.9127889040869848,1.0046879467236314,0.09125063641636608
SpDiam_A,1.8733933396372855,0.06101408906421385,0.9973497737646639,2.7966504732120883
SpAD_A,-0.06340715918772351,0.9494422865175749,1.0519266198387174,0.051880533602357
SpMAD_A,-1.9886790836149646,0.0467366361194556,1.007123686873465,3.0632269225201103
Ho_A,-0.12105003117656306,0.9036514073723857,1.0577131530867714,0.10131160427085432
EE_A,-0.017292861596651866,0.9862029803738575,1.0073284903931308,0.013893083118136465
VE1_A,0.5706644326895116,0.5682271328927073,0.9921825907230373,0.5652340583390679
VE2_A,-0.08646430798325933,0.9310973278847767,0.9851743089679671,0.07139146593950298
VE3_A,0.10952145677879514,0.9127889040869848,0.9901846198837835,0.09125063641636608
VE1sign_A,-1.1240360037823713,0.260997752367053,1.0794437407619517,1.3432434833170104
VE2sign_A,-1.2508503221578182,0.21098909126383536,1.444424818238513,1.5559488470139669
VE3sign_A,-1.2393217477600504,0.21522636790384597,0.7944888936219293,1.5360649307661522
VR1_A,-0.09799288238102724,0.9219379452036464,1.059054333653861,0.08127736224195586
VR2_A,-1.8503361908417497,0.0642651095558882,1.0042319010438685,2.7447384146694804
VR3_A,0.08646430798325933,0.9310973278847767,1.0199446476849094,0.07139146593950298
Wi_D,0.20175005196093843,0.8401121312533795,0.9555353901996371,0.1742199064663634
WiA_D,0.386207242325225,0.6993431904720091,0.9197093657696505,0.3576136837428012
AVS_D,0.2478643495520101,0.8042393642289956,0.92622327762981,0.21785833740926333
H_D,0.0518785847899556,0.9586254381552106,1.0540853050597452,0.042254855830888165
Chi_D,-0.4323215399162966,0.6655077340518218,1.1117186482388022,0.40720501979928947
ChiA_D,-0.09799288238102724,0.9219379452036464,1.1498353445038358,0.08127736224195586
J_D,1.2450860349589343,0.21310012686843538,0.9726819014578753,1.545993144530791
HyWi_D,0.2824500727453138,0.7775984247433526,0.9700408987274509,0.25154505163097324
SpPos_D,0.2824500727453138,0.7775984247433526,0.9176954781217005,0.25154505163097324
SpPosA_D,0.43808582711518057,0.6613240680116785,0.9131541839999994,0.41351128996655656
SpPosLog_D,0.20175005196093843,0.8401121312533795,0.9817849878327701,0.1742199064663634
SpMax_D,0.2824500727453138,0.7775984247433526,0.9176954781217005,0.25154505163097324
SpMaxA_D,0.43808582711518057,0.6613240680116785,0.9131541839999994,0.41351128996655656
SpDiam_D,0.3343286575352694,0.7381315677746794,0.8631942628466466,0.3036331941535115
SpAD_D,0.28821435994419775,0.7731826573146688,0.9176954781217035,0.25723996165291485
SpMAD_D,0.380442955126341,0.7036166338068781,0.9131541840000001,0.35152162539920395
Ho_D,0.2939786471430817,0.7687742199118759,0.963236708140272,0.26295795478127576
EE_D,0.2824500727453138,0.7775984247433526,0.9176954781217005,0.25154505163097324
SM2_D,0.3458572319330373,0.7294500113144082,0.9707051233049234,0.31546443795335705
SM3_D,0.2478643495520101,0.8042393642289956,0.9770947475402862,0.21785833740926333
SM4_D,0.2824500727453138,0.7775984247433526,0.9743439520880186,0.25154505163097324
SM5_D,0.259392923949778,0.7953320887989355,0.9756258347766618,0.22899552978958346
SM6_D,0.2824500727453138,0.7775984247433526,0.974940145942618,0.25154505163097324
VE1_D,0.24210006235312612,0.8087026298877622,1.0209055524652018,0.2123240068913832
VE2_D,-0.1671643287676347,0.8672407509628441,1.0201133100920667,0.14243865797687377
VE3_D,0.2478643495520101,0.8042393642289956,1.0166604577776817,0.21785833740926333
VE1sign_D,1.0721574189924157,0.2836493323032301,1.0874662491575662,1.2600165491582858
VE2sign_D,1.0606288445946477,0.2888586085768071,0.936754156739597,1.241817954267311
VE3sign_D,1.164386014174559,0.24426761283046516,1.1396894029824889,1.4094908808106619
VR1_D,0.005764287198883955,0.9954007897096564,1.0576322503046498,0.0046098191988896585
VR2_D,-1.7408147340629545,0.08171605843111414,1.0034405307247012,2.5045047428059046
VR3_D,0.12105003117656306,0.9036514073723857,1.0195061110002397,0.10131160427085432
Acon,-0.3458572319330373,0.7294500113144082,1.1511444776283664,0.31546443795335705
QW_L,0.3631500935296892,0.7164927659199594,0.8892325565732867,0.3333871281780557
TI1_L,-0.6513644534738869,0.5148112510907237,1.4990346042738179,0.6639549482334023
TI2_L,0.7435930486560303,0.4571227099265265,0.9881416970568396,0.7828034122565565
STN_L,-1.7177575852674187,0.08584084092453328,1.000000000000003,2.455260384289537
SpPos_L,-0.09799288238102724,0.9219379452036464,1.0576923076923077,0.08127736224195586
SpPosA_L,-1.4353075125221049,0.15119948793404955,1.0083333333333344,1.8891552019220057
SpPosLog_L,0.09799288238102724,0.9219379452036464,1.0160152059326808,0.08127736224195586
SpMax_L,2.6515721114866193,0.008011800262681147,0.9945060868280634,4.826839791259518
SpMaxA_L,-0.040350010392187684,0.9678140836903182,0.947148109573479,0.032715272455276466
SpDiam_L,1.809986180449562,0.07029793027249899,0.9941276584639426,2.6550129219574012
SpAD_L,0.1902214775631705,0.8491355817199183,0.9948573710034979,0.1635364096376257
SpMAD_L,-0.3170357959386175,0.751216440960708,0.9977889487206922,0.28606146506466124
Ho_L,-0.028821435994419775,0.9770070045290271,1.0469395232987495,0.02326145753923353
EE_L,0.09222859518214328,0.9265164191921244,0.9952854095179917,0.07632351167373526
SM2_L,-0.12105003117656306,0.9036514073723857,1.0112213813767148,0.10131160427085432
SM3_L,-0.08070002078437537,0.9356805202884368,1.0060304720155746,0.06648118524716891
SM4_L,-0.16140004156875074,0.871778333934971,1.0002343765023383,0.1372200915915374
SM5_L,0.09222859518214328,0.9265164191921244,0.9954856071905399,0.07632351167373526
SM6_L,0.4092643911207608,0.6823456445733613,0.9984196763204196,0.38221893929873096
VE1_L,0.2478643495520101,0.8042393642289956,0.998191838195261,0.21785833740926333
VE2_L,-0.1671643287676347,0.8672407509628441,1.00545738215056,0.14243865797687377
VE3_L,0.20175005196093843,0.8401121312533795,1.0022422052605489,0.1742199064663634
VE1sign_L,0.2478643495520101,0.8042393642289956,0.998191838195261,0.21785833740926333
VE2sign_L,-0.1671643287676347,0.8672407509628441,1.00545738215056,0.14243865797687377
VE3sign_L,0.20175005196093843,0.8401121312533795,1.0022422052605489,0.1742199064663634
VR1_L,-0.02305714879553582,0.9816046868975358,1.057718868182134,0.018566610843843666
VR2_L,-1.7696361700573742,0.07678776935429922,1.0037955822794444,2.5667099047098767
VR3_L,0.1037571695799112,0.9173620566705083,1.0195416554406795,0.0862530573097723
AVS_X,-1.3257860557433097,0.1849105731058397,1.0046139316826044,1.6878829593908364
H_X,-0.22480720075647426,0.8221292640622282,1.0866538022747463,0.1958576407391591
Chi_X,-0.07493573358549142,0.9402658451828672,1.058265793941532,0.06159262967810831
ChiA_X,0.0518785847899556,0.9586254381552106,1.0000695975326512,0.042254855830888165
J_X,1.031807408600228,0.3021623479451049,0.7464221331012125,1.1967908300723011
HyWi_X,0.18445719036428657,0.8536548079975348,0.998428755012529,0.15822837299874926
SpPos_X,0.13834289277321493,0.8899694278639254,1.0050721278147219,0.1165681675606414
SpPosA_X,-0.06340715918772351,0.9494422865175749,1.0034694855605726,0.051880533602357
SpPosLog_X,0.20175005196093843,0.8401121312533795,1.0061544539459968,0.1742199064663634
SpMax_X,0.7320644742582623,0.4641292160767896,1.0,0.7675922826009383
SpMaxA_X,-0.23633577515424217,0.8131721285176943,1.0146103896103875,0.20681247164991784
SpDiam_X,0.7551216230537982,0.4501760101494119,1.0002065176724022,0.7981166390252439
SpAD_X,0.1556357543698668,0.8763201404282097,1.0050721278147257,0.1320237976991012
SpMAD_X,-0.06340715918772351,0.9494422865175749,1.0034694855605735,0.051880533602357
Ho_X,0.3343286575352694,0.7381315677746794,0.9852200515803597,0.3036331941535115
EE_X,0.22480720075647426,0.8221292640622282,0.9965011695178937,0.1958576407391591
SM2_X,0.3343286575352694,0.7381315677746794,0.9878531791340864,0.3036331941535115
SM3_X,0.0,1.0,,-0.0
SM4_X,0.6110144430816993,0.5411900186758699,0.970568883213887,0.61398482580482
SM5_X,-2.7899150042598344,0.005272188018108603,1.232813743351741,5.245309818891948
SM6_X,0.6859501766671907,0.49274452735210217,0.9563448691869944,0.7077644393486754
VE1_X,1.4353075125221049,0.15119948793404955,0.9312639722644772,1.8891552019220057
VE2_X,0.6628930278716548,0.5073990673798151,0.8867591677426118,0.6784574698560607
VE3_X,0.9568716750147366,0.33863202947629767,0.8721085099110056,1.0828412199106936
VE1sign_X,0.9799288238102724,0.32712125379898005,0.5686282290854163,1.1174243700919972
VE2sign_X,0.899228803025897,0.368530801392455,0.8434653270926908,0.9982309849775868
VE3sign_X,0.6456001662750029,0.5185383296369831,1.0124802443667975,0.6567413299619065
VR1_X,-0.017292861596651866,0.9862029803738575,1.0584231719632144,0.013893083118136465
VR2_X,-1.8272790420462137,0.06765782471039516,1.0041682165465833,2.6932922664509418
VR3_X,0.08646430798325933,0.9310973278847767,1.0197423110370079,0.07139146593950298
Wi_H2,-0.028821435994419775,0.9770070045290271,1.0617740948433894,0.02326145753923353
WiA_H2,-0.386207242325225,0.6993431904720091,1.0733187510008466,0.3576136837428012
AVS_H2,-1.3546074917377295,0.17554264529860852,1.014462135562626,1.739873272439807
Chi_H2,0.17869290316540262,0.8581788419489083,1.0077108679210103,0.15294276071498444
ChiA_H2,1.2508503221578182,0.21098909126383536,0.9790010620114781,1.5559488470139669
J_H2,0.9165216646225489,0.3593933497847258,0.7147756250419695,1.023337808463512
HyWi_H2,-0.09799288238102724,0.9219379452036464,1.013890131107723,0.08127736224195586
SpPos_H2,0.0518785847899556,0.9586254381552106,1.0223076941352405,0.042254855830888165
SpPosA_H2,-1.9079790628305893,0.05639392241524773,1.0036561310322951,2.8753938848793967
SpPosLog_H2,0.12105003117656306,0.9036514073723857,1.0106674143523906,0.10131160427085432
SpMax_H2,-0.45537868871183246,0.6488368244185957,1.0059536657194086,0.4325740200563964
SpMaxA_H2,-0.12681431837544702,0.8990873628120055,1.0322369633380155,0.10637507146555679
SpDiam_H2,-0.07493573358549142,0.9402658451828672,1.000905948345679,0.06159262967810831
SpAD_H2,0.0518785847899556,0.9586254381552106,1.0223076941352371,0.042254855830888165
SpMAD_H2,-1.9079790628305893,0.05639392241524773,1.0036561310322967,2.8753938848793967
Ho_H2,0.16140004156875074,0.871778333934971,1.025560084150608,0.1372200915915374
EE_H2,-0.040350010392187684,0.9678140836903182,1.0142032106410057,0.032715272455276466
SM2_H2,0.028821435994419775,0.9770070045290271,1.0120673153115203,0.02326145753923353
SM3_H2,-0.14410717997209888,0.8854158351070632,1.012442457866146,0.12169787415115998
SM4_H2,-0.2075143391598224,0.8356081953650434,1.007254311030652,0.17959544158687982
SM5_H2,-0.259392923949778,0.7953320887989355,1.003463120785357,0.22899552978958346
SM6_H2,-0.17869290316540262,0.8581788419489083,1.0014577098195052,0.15294276071498444
VE1_H2,-0.24210006235312612,0.8087026298877622,0.9942478195033956,0.2123240068913832
VE2_H2,-0.21904291355759029,0.826616619185554,1.0371040356925072,0.19041427163171545
VE3_H2,0.09799288238102724,0.9219379452036464,1.024614112172788,0.08127736224195586
VE1sign_H2,-1.2508503221578182,0.21098909126383536,1.0297661183337044,1.5559488470139669
VE2sign_H2,-1.6140004156875074,0.10652733612164682,1.549804668510525,2.239353649570052
VE3sign_H2,-1.1009788549868353,0.27090586010893514,0.7665517137490293,1.305983898124557
VR1_H2,-0.0518785847899556,0.9586254381552106,1.0589720493638481,0.042254855830888165
VR2_H2,-1.8272790420462137,0.06765782471039516,1.0040021935533865,2.6932922664509418
VR3_H2,0.09799288238102724,0.9219379452036464,1.0199198247157595,0.08127736224195586
Wi_Dt,0.09799288238102724,0.9219379452036464,1.236328125,0.08127736224195586
WiA_Dt,-1.1125074293846033,0.2659200376075681,1.0742512616370015,1.324559625890695
AVS_Dt,-0.005764287198883955,0.9954007897096564,1.2132520799512996,0.0046098191988896585
H_Dt,0.6225430174794672,0.5335848667781606,0.7931087178646895,0.6281371453935363
Chi_Dt,0.5130215607006721,0.6079362388602355,0.9294368560541303,0.49768527281090924
ChiA_Dt,0.06340715918772351,0.9494422865175749,0.8346671003866677,0.051880533602357
J_Dt,0.45537868871183246,0.6488368244185957,0.9999501264984301,0.4325740200563964
HyWi_Dt,-0.005764287198883955,0.9954007897096564,1.0352512930490136,0.0046098191988896585
SpPos_Dt,0.05764287198883955,0.9540330995169046,1.2121256635109934,0.047056912625343617
SpPosA_Dt,-1.037571695799112,0.29946950090386315,1.0924107823142557,1.2057426999880863
SpPosLog_Dt,0.10952145677879514,0.9127889040869848,1.0378820455197373,0.09125063641636608
SpMax_Dt,0.05764287198883955,0.9540330995169046,1.2121256635109934,0.047056912625343617
SpMaxA_Dt,-1.037571695799112,0.29946950090386315,1.0924107823142557,1.2057426999880863
SpDiam_Dt,0.05764287198883955,0.9540330995169046,1.2109512876471586,0.047056912625343617
SpAD_Dt,0.01152857439776791,0.9908017322343429,1.2121256635109934,0.009240833049584334
SpMAD_Dt,-1.0087502598046922,0.3130944212013115,1.0924107823142521,1.1612504687538667
Ho_Dt,-0.2478643495520101,0.8042393642289956,1.1295021219937307,0.21785833740926333
SM2_Dt,-0.005764287198883955,0.9954007897096564,1.032424780701299,0.0046098191988896585
SM3_Dt,0.017292861596651866,0.9862029803738575,1.0345065503801758,0.013893083118136465
