,Statistics,Pvalues,Difference_mean,Log_P
SpMAD_EA,-1.1759145885723268,0.2396290085839431,1.0096328584646483,1.4286633491847602
SpMax_EA(ed),3.608443786501356,0.0003080392400008759,0.9458625727700569,8.085283380505475
SpMaxA_EA(ed),1.1413288653790232,0.2537330944017636,0.8526965572439426,1.3714723738927908
SpDiam_EA(ed),3.354815149750462,0.000794180338568179,0.9673051947901233,7.1381999958463185
SpAD_EA(ed),-0.24210006235312612,0.8087026298877622,1.0376010339922428,0.2123240068913832
SpMAD_EA(ed),-0.9856931110091564,0.32428373103719565,1.0006207625661967,1.1261364333250337
SpMax_EA(bo),0.8127644950426377,0.4163530955742053,0.9417953671440913,0.8762215912992339
SpMaxA_EA(bo),0.386207242325225,0.6993431904720091,1.114235228827387,0.3576136837428012
SpDiam_EA(bo),0.07493573358549142,0.9402658451828672,1.0005620742122994,0.06159262967810831
SpAD_EA(bo),-0.21327862635870634,0.8311096437240331,1.0899631903419176,0.18499355092407962
SpMAD_EA(bo),-0.9222859518214328,0.3563794397365022,1.0057251991918124,1.0317592737798946
SpMax_EA(dm),0.4496144015129485,0.652988501995299,1.0,0.42619575783117375
SpMaxA_EA(dm),-0.13834289277321493,0.8899694278639254,0.977631743479911,0.1165681675606414
SpDiam_EA(dm),0.52455013509844,0.5998959588819602,0.9999999999999967,0.5109990406652316
SpAD_EA(dm),0.21904291355759029,0.826616619185554,1.123860541818572,0.19041427163171545
SpMAD_EA(dm),0.9280502390203168,0.35338151004164753,0.7674126203604446,1.0402070406643638
SpMax_EA(ri),2.7495649938676467,0.005967442714792332,0.9896086705835945,5.121436799329442
SpMaxA_EA(ri),0.2997429343419657,0.7643732466005716,0.9204326079081111,0.26869906644282876
SpDiam_EA(ri),1.3200217685444258,0.1868277501385447,0.998894442466547,1.6775682088751191
SpAD_EA(ri),-0.32280008313750147,0.7468466500397626,1.112686886311589,0.29189540268844594
SpMAD_EA(ri),-2.81297215305537,0.004908590180974395,1.01157096968389,5.316768510590487
SpMax_AEA(ed),3.2914079905627385,0.0009968722073659718,0.9784104078346092,6.910887973383355
SpMaxA_AEA(ed),0.7435930486560303,0.4571227099265265,0.8443419389617558,0.7828034122565565
SpDiam_AEA(ed),2.56510780350336,0.010314375322270924,0.9639479018271746,4.574216694421609
SpAD_AEA(ed),-0.09799288238102724,0.9219379452036464,1.070724247231016,0.08127736224195586
SpMAD_AEA(ed),-0.8012359206448698,0.4229950796939508,1.0171904694833098,0.8603947319327049
SpMax_AEA(bo),3.0262507794140765,0.0024760684615897383,0.9724478939873689,6.001083274465413
SpMaxA_AEA(bo),0.34009294473415336,0.7337865347411743,0.9403869439103085,0.3095371172686022
SpDiam_AEA(bo),3.1645936721872916,0.0015529966319748323,0.9800720170851911,6.467568903539876
SpAD_AEA(bo),-0.27668578554642986,0.7820213874219097,1.0792902413978411,0.2458731891664348
SpMAD_AEA(bo),-1.1932074501689787,0.23278813761280504,1.0038845548967843,1.4576265196945741
SpMax_AEA(dm),0.35738580633080524,0.720803001010204,1.0096037332438332,0.32738940925299675
SpMaxA_AEA(dm),0.13257860557433096,0.8945266533131705,0.8615889897115568,0.11146057959279804
SpDiam_AEA(dm),0.5014929863029041,0.6160242127017406,1.0079882304500003,0.4844690098870965
SpAD_AEA(dm),-0.3631500935296892,0.7164927659199594,1.0724088002753613,0.3333871281780557
SpMAD_AEA(dm),-1.7696361700573742,0.07678776935429922,1.0111800715948367,2.5667099047098767
SpMax_AEA(ri),3.493158042523677,0.00047734391043560665,0.9844391009490219,7.647273340623482
SpMaxA_AEA(ri),0.40350010392187685,0.6865803583016667,0.8953698332217057,0.3760320055601847
SpDiam_AEA(ri),3.4297508833359536,0.0006041356359399199,0.9853390847546559,7.4117118224254765
SpAD_AEA(ri),-0.017292861596651866,0.9862029803738575,1.0828398604557532,0.013893083118136465
SpMAD_AEA(ri),-1.037571695799112,0.29946950090386315,1.0064655442786932,1.2057426999880863
Chi0_EA,0.0518785847899556,0.9586254381552106,1.0316174707279484,0.042254855830888165
Chi1_EA,-0.08646430798325933,0.9310973278847767,1.062671469367514,0.07139146593950298
Chi0_EA(ed),0.21327862635870634,0.8311096437240331,1.0043097449013345,0.18499355092407962
Chi1_EA(ed),0.30550722154084964,0.7599798707237732,1.012498906232005,0.27446333194228983
Chi0_EA(bo),0.05764287198883955,0.9540330995169046,0.9868509627961762,0.047056912625343617
Chi1_EA(bo),0.09222859518214328,0.9265164191921244,0.977345372031881,0.07632351167373526
Chi0_EA(dm),-0.5130215607006721,0.6079362388602355,0.9718521054673125,0.49768527281090924
Chi1_EA(dm),-1.2220288861633986,0.22169670353824067,1.047263595312905,1.5064450314905307
Chi0_EA(ri),0.1152857439776791,0.9082186376756121,1.0296175727549655,0.09627013897455404
Chi1_EA(ri),0.03458572319330373,0.9724100859310765,1.040308717544199,0.027977664390055463
Chi0_AEA(ed),0.0518785847899556,0.9586254381552106,1.0316174707279484,0.042254855830888165
Chi1_AEA(ed),-0.08646430798325933,0.9310973278847767,1.062671469367514,0.07139146593950298
Chi0_AEA(bo),0.0518785847899556,0.9586254381552106,1.0316174707279484,0.042254855830888165
Chi1_AEA(bo),-0.08646430798325933,0.9310973278847767,1.062671469367514,0.07139146593950298
Chi0_AEA(dm),0.0518785847899556,0.9586254381552106,1.0316174707279484,0.042254855830888165
Chi1_AEA(dm),-0.08646430798325933,0.9310973278847767,1.062671469367514,0.07139146593950298
Chi0_AEA(ri),0.0518785847899556,0.9586254381552106,1.0316174707279484,0.042254855830888165
Chi1_AEA(ri),-0.08646430798325933,0.9310973278847767,1.062671469367514,0.07139146593950298
SM02_EA,-0.1152857439776791,0.9082186376756121,1.011364764416886,0.09627013897455404
SM03_EA,0.9453431006169687,0.344483740910144,0.9748129759360395,1.065708385839169
SM04_EA,0.19598576476205448,0.8446213080048428,0.9983274589366377,0.16886690828425613
SM05_EA,1.7811647444551422,0.07488554130463007,0.9847356219757095,2.5917944470851686
SM06_EA,1.7235218724663026,0.08479419329090684,0.9887942500811342,2.4675282138719026
SM07_EA,2.161607699581483,0.030648427476890026,0.9869768879577862,3.4851739237271966
SM08_EA,2.1039648275926437,0.035381515235728696,0.9880920785669225,3.3415657637020875
SM09_EA,2.53628636750894,0.011203507661746534,0.9882116209250333,4.491528365628474
SM10_EA,2.5535792291055923,0.010662201800200197,0.9873118029794028,4.54105033371133
SM11_EA,2.6169863882933155,0.00887098787240899,0.9857759868625542,4.72496911654991
SM12_EA,2.703450696276575,0.006862362777996631,0.9852314099171934,4.981703468266754
SM13_EA,3.106950800198452,0.001890278556563784,0.9839998264079501,6.271031076345321
SM14_EA,3.1127150873973357,0.0018537488077340067,0.9832690503058505,6.290545307676732
SM15_EA,3.3029365649605062,0.0009567802896658561,0.9822534420011546,6.951936775245714
SM02_EA(ed),0.2478643495520101,0.8042393642289956,0.9949429708998064,0.21785833740926333
SM03_EA(ed),1.9771505092171966,0.04802461988432143,0.9853480159669694,3.0360414853131052
SM04_EA(ed),2.207721997172555,0.02726365846074252,0.9880998431145747,3.602200655528481
SM05_EA(ed),2.59392923949778,0.00948860133377071,0.9873261202806419,4.657664060386575
SM06_EA(ed),2.7553292810665306,0.005863309404150145,0.9866536595254645,5.13904109006599
SM07_EA(ed),3.1645936721872916,0.0015529966319748323,0.9831105328085474,6.467568903539876
SM08_EA(ed),3.349050862551578,0.0008108890823338506,0.9826785538190359,7.1173792797449815
SM09_EA(ed),3.516215191319213,0.00043774603130301046,0.9823690087499138,7.733871652966171
SM10_EA(ed),3.487393755324793,0.0004877526727871872,0.9826010791944387,7.625702098645853
SM11_EA(ed),3.493158042523677,0.00047734391043560665,0.9824370974917768,7.647273340623482
SM12_EA(ed),3.5219794785180967,0.000428337299588613,0.9821586948465962,7.755599589605982
SM13_EA(ed),3.458572319330373,0.0005430464605858447,0.9814474828277153,7.518315678917429
SM14_EA(ed),3.464336606529257,0.0005315409381298127,0.9811230476713998,7.539730339385867
SM15_EA(ed),3.4470437449326052,0.0005667568053100803,0.9806440672498153,7.475580261043821
SM02_EA(bo),-0.5476072838939757,0.5839615869153018,1.007852032763501,0.5379200741471974
SM03_EA(bo),-0.09222859518214328,0.9265164191921244,1.0036680316719395,0.07632351167373526
SM04_EA(bo),-0.7551216230537982,0.4501760101494119,1.0204453772605018,0.7981166390252439
SM05_EA(bo),-0.03458572319330373,0.9724100859310765,1.0168229131342053,0.027977664390055463
SM06_EA(bo),-0.3343286575352694,0.7381315677746794,1.0121783972147806,0.3036331941535115
SM07_EA(bo),0.12681431837544702,0.8990873628120055,1.0042119671671457,0.10637507146555679
SM08_EA(bo),-0.028821435994419775,0.9770070045290271,1.0032360374568832,0.02326145753923353
SM09_EA(bo),0.6744216022694227,0.5000433126245314,0.9960038858849757,0.6930605590626328
SM10_EA(bo),0.7205358998604944,0.47119510432722844,0.9950826610306144,0.7524830364966367
SM11_EA(bo),0.7839430590482179,0.43307352239536234,0.9852919060296724,0.836847767713821
SM12_EA(bo),0.766650197451566,0.4432895215684769,0.9839519776805675,0.8135321748475655
SM13_EA(bo),0.7897073462471018,0.42969870008736166,0.9778238233280809,0.8446710133689898
SM14_EA(bo),0.7320644742582623,0.4641292160767896,0.97649634170511,0.7675922826009383
SM15_EA(bo),0.7551216230537982,0.4501760101494119,0.972690276031846,0.7981166390252439
SM02_EA(dm),-0.04611429759107164,0.9632191503020813,1.024725014429914,0.037474322667083115
SM03_EA(dm),0.4092643911207608,0.6823456445733613,0.9999999999999923,0.38221893929873096
SM04_EA(dm),-0.3170357959386175,0.751216440960708,1.0147366080359068,0.28606146506466124
SM05_EA(dm),0.43808582711518057,0.6613240680116785,0.9999999999999959,0.41351128996655656
SM06_EA(dm),0.1556357543698668,0.8763201404282097,1.0002971853603,0.1320237976991012
SM07_EA(dm),0.4323215399162966,0.6655077340518218,1.0,0.40720501979928947
SM08_EA(dm),0.2709214983475459,0.786451409876179,1.0000260180854814,0.240224338587856
SM09_EA(dm),0.380442955126341,0.7036166338068781,0.9999999999999991,0.35152162539920395
SM10_EA(dm),0.34009294473415336,0.7337865347411743,1.0000021396444017,0.3095371172686022
SM11_EA(dm),0.3977358167229929,0.6908249329462907,1.0,0.3698688405029678
SM12_EA(dm),0.2709214983475459,0.786451409876179,1.0000001727649939,0.240224338587856
SM13_EA(dm),0.36891438072857313,0.7121915439891383,0.9999999999999986,0.33940838129355877
SM14_EA(dm),0.2709214983475459,0.786451409876179,1.0000000139592153,0.240224338587856
SM15_EA(dm),0.3343286575352694,0.7381315677746794,0.9999999999999996,0.3036331941535115
SM02_EA(ri),-0.44385011431406457,0.6571509534273993,1.0234272926285024,0.419841525203161
SM03_EA(ri),-0.1152857439776791,0.9082186376756121,0.9932558482448816,0.09627013897455404
SM04_EA(ri),-0.4496144015129485,0.652988501995299,1.005407682325983,0.42619575783117375
SM05_EA(ri),-0.1902214775631705,0.8491355817199183,0.9875920791991513,0.1635364096376257
SM06_EA(ri),-0.24210006235312612,0.8087026298877622,1.0008095314403371,0.2123240068913832
SM07_EA(ri),0.04611429759107164,0.9632191503020813,0.9873945003158551,0.037474322667083115
SM08_EA(ri),0.05764287198883955,0.9540330995169046,0.9874173154068547,0.047056912625343617
SM09_EA(ri),0.8185287822415216,0.413055314081041,0.9891910068939338,0.8841737625896323
SM10_EA(ri),0.9222859518214328,0.3563794397365022,0.9909017454877086,1.0317592737798946
SM11_EA(ri),1.4237789381243369,0.15451047447557217,0.9921580280710204,1.8674933889839829
SM12_EA(ri),1.6197647028863915,0.1052828312215219,0.9929581761032246,2.2511049194650314
SM13_EA(ri),1.7408147340629545,0.08171605843111414,0.9925652486306047,2.5045047428059046
SM14_EA(ri),1.7638718828584903,0.07775355167850256,0.9928809004977572,2.554211048213683
SM15_EA(ri),1.9886790836149646,0.0467366361194556,0.9923864866139298,3.0632269225201103
SM02_AEA(ed),-0.13834289277321493,0.8899694278639254,1.0016504563504318,0.1165681675606414
SM03_AEA(ed),0.028821435994419775,0.9770070045290271,0.9983315679460985,0.02326145753923353
SM04_AEA(ed),0.5303144222973238,0.595893948833821,0.9930601904224984,0.5176925659479537
SM05_AEA(ed),1.152857439776791,0.24896890346524247,0.9911396756193879,1.3904272759980527
SM06_AEA(ed),1.8503361908417497,0.0642651095558882,0.991829320675113,2.7447384146694804
SM07_AEA(ed),2.1154934019904115,0.03438791668574748,0.992085302380016,3.3700500354439726
SM08_AEA(ed),2.2941863051558142,0.021779799605612264,0.9933386875075211,3.8267723623638994
SM09_AEA(ed),2.5247577931111724,0.011577805385730685,0.9924901405423249,4.458665342437863
SM10_AEA(ed),2.53628636750894,0.011203507661746534,0.9919493140038415,4.491528365628474
SM11_AEA(ed),2.53628636750894,0.011203507661746534,0.9914623218878523,4.491528365628474
SM12_AEA(ed),2.7265078450721107,0.006400843100478659,0.9910208798536299,5.0513255628429405
SM13_AEA(ed),3.0896579386018,0.0020038713291026635,0.9906962570420549,6.212674304855478
SM14_AEA(ed),3.1127150873973357,0.0018537488077340067,0.9907353635400002,6.290545307676732
SM15_AEA(ed),3.30870085215939,0.0009372992725914049,0.9906166069718529,6.972507932280198
SM02_AEA(bo),-0.1037571695799112,0.9173620566705083,1.0141185094995677,0.0862530573097723
SM03_AEA(bo),-0.13257860557433096,0.8945266533131705,1.004667763745806,0.11146057959279804
SM04_AEA(bo),0.005764287198883955,0.9954007897096564,1.0024054328809213,0.0046098191988896585
SM05_AEA(bo),0.17292861596651865,0.8627075382114653,0.9972739378202808,0.14767953500864384
SM06_AEA(bo),0.2709214983475459,0.786451409876179,0.9966868576214447,0.240224338587856
SM07_AEA(bo),0.40350010392187685,0.6865803583016667,0.9965921096841264,0.3760320055601847
SM08_AEA(bo),0.39197152952410896,0.6950792501090912,0.9945123244580455,0.3637294109842054
SM09_AEA(bo),3.3836365857448816,0.0007153261751565656,0.9819764357748298,7.242771930262686
SM10_AEA(bo),-1.0663931317935318,0.2862459651369246,1.0186609060294596,1.2509038198045612
SM11_AEA(bo),-0.3112715087397336,0.7555942248898722,0.9813016881519031,0.28025078646250856
SM12_AEA(bo),-0.7551216230537982,0.4501760101494119,0.9706248171566327,0.7981166390252439
SM13_AEA(bo),-0.634071591877235,0.5260341013079137,0.9617317325085426,0.6423892369620241
SM14_AEA(bo),-0.12681431837544702,0.8990873628120055,1.0685660342746122,0.10637507146555679
SM15_AEA(bo),0.12105003117656306,0.9036514073723857,1.0097130395501686,0.10131160427085432
SM02_AEA(dm),0.3112715087397336,0.7555942248898722,1.0715300056843386,0.28025078646250856
SM03_AEA(dm),-0.08646430798325933,0.9310973278847767,1.2751253816427355,0.07139146593950298
SM04_AEA(dm),-0.06340715918772351,0.9494422865175749,1.1893864818721773,0.051880533602357
SM05_AEA(dm),-0.4092643911207608,0.6823456445733613,2.215130300551615,0.38221893929873096
SM06_AEA(dm),-0.2075143391598224,0.8356081953650434,-1.0349516471871507,0.17959544158687982
SM07_AEA(dm),-0.18445719036428657,0.8536548079975348,0.25131368656379593,0.15822837299874926
SM08_AEA(dm),0.040350010392187684,0.9678140836903182,0.8439525476103609,0.032715272455276466
SM09_AEA(dm),-0.21327862635870634,0.8311096437240331,0.7843153908537986,0.18499355092407962
SM10_AEA(dm),3.608443786501356,0.0003080392400008759,0.9458625727700569,8.085283380505475
SM11_AEA(dm),-0.32280008313750147,0.7468466500397626,1.0314110812357433,0.29189540268844594
SM12_AEA(dm),-2.1270219763881797,0.0334182572633985,1.019109033953763,3.3986529036916666
SM13_AEA(dm),0.08070002078437537,0.9356805202884368,0.9511736110684191,0.06648118524716891
SM14_AEA(dm),-1.0145145470035761,0.31033729164377166,1.0170548950909433,1.170095535426259
SM15_AEA(dm),-1.0029859726058081,0.3158676293688869,1.0177153553942688,1.1524320475582508
SM02_AEA(ri),-0.27668578554642986,0.7820213874219097,1.107722243481612,0.2458731891664348
SM03_AEA(ri),-0.08070002078437537,0.9356805202884368,1.0817618912386369,0.06648118524716891
SM04_AEA(ri),-0.32856437033638547,0.7424849824604745,1.4865971184639362,0.2977526341522821
SM05_AEA(ri),-0.2997429343419657,0.7643732466005716,1.5735523753603573,0.26869906644282876
SM06_AEA(ri),0.09222859518214328,0.9265164191921244,2.7192443124746175,0.07632351167373526
SM07_AEA(ri),-0.30550722154084964,0.7599798707237732,-1.2574149715673675,0.27446333194228983
SM08_AEA(ri),-0.07493573358549142,0.9402658451828672,0.4911086607172209,0.06159262967810831
SM09_AEA(ri),-0.1037571695799112,0.9173620566705083,1.0140543538696272,0.0862530573097723
SM10_AEA(ri),-0.12681431837544702,0.8990873628120055,0.7621411430791238,0.10637507146555679
SM11_AEA(ri),0.8127644950426377,0.4163530955742053,0.9417953671440913,0.8762215912992339
SM12_AEA(ri),0.3343286575352694,0.7381315677746794,0.9808877242739048,0.3036331941535115
SM13_AEA(ri),-0.899228803025897,0.368530801392455,1.0288612411601592,0.9982309849775868
SM14_AEA(ri),-1.2335574605611663,0.21736785273608528,1.0048598682323755,1.5261641867282436
SM15_AEA(ri),0.04611429759107164,0.9632191503020813,0.9607117958821484,0.037474322667083115
Eig01_EA,3.3836365857448816,0.0007153261751565656,0.9819764357748298,7.242771930262686
Eig02_EA,-1.0663931317935318,0.2862459651369246,1.0186609060294596,1.2509038198045612
Eig03_EA,-0.3112715087397336,0.7555942248898722,0.9813016881519031,0.28025078646250856
Eig04_EA,-0.7551216230537982,0.4501760101494119,0.9706248171566327,0.7981166390252439
Eig05_EA,-0.634071591877235,0.5260341013079137,0.9617317325085426,0.6423892369620241
Eig06_EA,-0.12681431837544702,0.8990873628120055,1.0685660342746122,0.10637507146555679
Eig07_EA,0.12105003117656306,0.9036514073723857,1.0097130395501686,0.10131160427085432
Eig08_EA,0.3112715087397336,0.7555942248898722,1.0715300056843386,0.28025078646250856
Eig09_EA,-0.08646430798325933,0.9310973278847767,1.2751253816427355,0.07139146593950298
Eig10_EA,-0.06340715918772351,0.9494422865175749,1.1893864818721773,0.051880533602357
Eig11_EA,-0.4092643911207608,0.6823456445733613,2.215130300551615,0.38221893929873096
Eig12_EA,-0.2075143391598224,0.8356081953650434,-1.0349516471871507,0.17959544158687982
Eig13_EA,-0.18445719036428657,0.8536548079975348,0.25131368656379593,0.15822837299874926
Eig14_EA,0.040350010392187684,0.9678140836903182,0.8439525476103609,0.032715272455276466
Eig15_EA,-0.21327862635870634,0.8311096437240331,0.7843153908537986,0.18499355092407962
Eig01_EA(ed),3.608443786501356,0.0003080392400008759,0.9458625727700569,8.085283380505475
Eig02_EA(ed),-0.32280008313750147,0.7468466500397626,1.0314110812357433,0.29189540268844594
Eig03_EA(ed),-2.1270219763881797,0.0334182572633985,1.019109033953763,3.3986529036916666
Eig04_EA(ed),0.08070002078437537,0.9356805202884368,0.9511736110684191,0.06648118524716891
Eig05_EA(ed),-1.0145145470035761,0.31033729164377166,1.0170548950909433,1.170095535426259
Eig06_EA(ed),-1.0029859726058081,0.3158676293688869,1.0177153553942688,1.1524320475582508
Eig07_EA(ed),-0.27668578554642986,0.7820213874219097,1.107722243481612,0.2458731891664348
Eig08_EA(ed),-0.08070002078437537,0.9356805202884368,1.0817618912386369,0.06648118524716891
Eig09_EA(ed),-0.32856437033638547,0.7424849824604745,1.4865971184639362,0.2977526341522821
Eig10_EA(ed),-0.2997429343419657,0.7643732466005716,1.5735523753603573,0.26869906644282876
Eig11_EA(ed),0.09222859518214328,0.9265164191921244,2.7192443124746175,0.07632351167373526
Eig12_EA(ed),-0.30550722154084964,0.7599798707237732,-1.2574149715673675,0.27446333194228983
Eig13_EA(ed),-0.07493573358549142,0.9402658451828672,0.4911086607172209,0.06159262967810831
Eig14_EA(ed),-0.1037571695799112,0.9173620566705083,1.0140543538696272,0.0862530573097723
Eig15_EA(ed),-0.12681431837544702,0.8990873628120055,0.7621411430791238,0.10637507146555679
Eig01_EA(bo),0.8127644950426377,0.4163530955742053,0.9417953671440913,0.8762215912992339
Eig02_EA(bo),0.3343286575352694,0.7381315677746794,0.9808877242739048,0.3036331941535115
Eig03_EA(bo),-0.899228803025897,0.368530801392455,1.0288612411601592,0.9982309849775868
Eig04_EA(bo),-1.2335574605611663,0.21736785273608528,1.0048598682323755,1.5261641867282436
Eig05_EA(bo),0.04611429759107164,0.9632191503020813,0.9607117958821484,0.037474322667083115
Eig06_EA(bo),0.21904291355759029,0.826616619185554,0.9720165131628821,0.19041427163171545
Eig07_EA(bo),0.04611429759107164,0.9632191503020813,1.0320165106556978,0.037474322667083115
Eig08_EA(bo),0.0,1.0,1.095266436418776,-0.0
Eig09_EA(bo),-0.13257860557433096,0.8945266533131705,1.2515855035076155,0.11146057959279804
Eig10_EA(bo),-0.13834289277321493,0.8899694278639254,1.3339300405496048,0.1165681675606414
Eig11_EA(bo),-0.5764287198883955,0.5643254366837849,2.5102611369414203,0.5721241784966697
Eig12_EA(bo),-0.35738580633080524,0.720803001010204,-0.9642032845898547,0.32738940925299675
Eig13_EA(bo),0.0,1.0,0.2797555713725173,-0.0
Eig14_EA(bo),-0.14987146717098285,0.8808660233255833,0.6831779335915007,0.12684973802052568
Eig15_EA(bo),-0.32280008313750147,0.7468466500397626,0.829184482889256,0.29189540268844594
Eig01_EA(dm),0.4496144015129485,0.652988501995299,1.0,0.42619575783117375
Eig02_EA(dm),0.518785847899556,0.6039100879173571,1.0,0.5043299531922083
Eig03_EA(dm),0.8127644950426377,0.4163530955742053,1.0,0.8762215912992339
Eig04_EA(dm),0.4496144015129485,0.652988501995299,1.216263802137358,0.42619575783117375
Eig05_EA(dm),0.21327862635870634,0.8311096437240331,inf,0.18499355092407962
Eig06_EA(dm),1.4526003741187568,0.14633474213666856,,1.921858527263774
Eig07_EA(dm),1.9425647860238928,0.052068765083447335,,2.9551900285577966
Eig08_EA(dm),0.2478643495520101,0.8042393642289956,,0.21785833740926333
Eig09_EA(dm),0.2478643495520101,0.8042393642289956,,0.21785833740926333
Eig10_EA(dm),0.23633577515424217,0.8131721285176943,,0.20681247164991784
Eig11_EA(dm),-0.1902214775631705,0.8491355817199183,,0.1635364096376257
Eig12_EA(dm),-0.21904291355759029,0.826616619185554,,0.19041427163171545
Eig13_EA(dm),-0.43808582711518057,0.6613240680116785,,0.41351128996655656
Eig14_EA(dm),-0.10952145677879514,0.9127889040869848,,0.09125063641636608
Eig15_EA(dm),0.06340715918772351,0.9494422865175749,,0.051880533602357
Eig01_EA(ri),2.7495649938676467,0.005967442714792332,0.9896086705835945,5.121436799329442
Eig02_EA(ri),-1.4583646613176406,0.144740055869339,1.0285150147729447,1.9328158635463095
Eig03_EA(ri),-0.7954716334459858,0.42633920535257874,1.018673615832392,0.8525199928607538
Eig04_EA(ri),-1.3891932149310333,0.16477400439522027,1.0360204434406817,1.8031804142693437
Eig05_EA(ri),-1.0260431214013441,0.30487125873442045,1.0254994192820275,1.1878656939951635
Eig06_EA(ri),-0.08646430798325933,0.9310973278847767,1.094426618202597,0.07139146593950298
Eig07_EA(ri),0.23633577515424217,0.8131721285176943,0.9743919388330209,0.20681247164991784
Eig08_EA(ri),0.259392923949778,0.7953320887989355,1.123241419888366,0.22899552978958346
Eig09_EA(ri),0.22480720075647426,0.8221292640622282,1.2784205373145214,0.1958576407391591
Eig10_EA(ri),-0.14987146717098285,0.8808660233255833,1.22520882224395,0.12684973802052568
Eig11_EA(ri),-0.30550722154084964,0.7599798707237732,2.3092773409588028,0.27446333194228983
Eig12_EA(ri),-0.09799288238102724,0.9219379452036464,-1.0069596139487913,0.08127736224195586
Eig13_EA(ri),-0.017292861596651866,0.9862029803738575,0.29518698539703375,0.013893083118136465
Eig14_EA(ri),0.03458572319330373,0.9724100859310765,0.7346292309574425,0.027977664390055463
Eig15_EA(ri),-0.2478643495520101,0.8042393642289956,0.8634926976165128,0.21785833740926333
Eig01_AEA(ed),3.2914079905627385,0.0009968722073659718,0.9784104078346092,6.910887973383355
Eig02_AEA(ed),0.6859501766671907,0.49274452735210217,0.9997488110333007,0.7077644393486754
Eig03_AEA(ed),-2.207721997172555,0.02726365846074252,1.0110619002519226,3.602200655528481
Eig04_AEA(ed),-0.13257860557433096,0.8945266533131705,0.9798000595842047,0.11146057959279804
Eig05_AEA(ed),-0.14410717997209888,0.8854158351070632,0.999426406060568,0.12169787415115998
Eig06_AEA(ed),-1.1874431629700948,0.23505286311380724,1.0106448018407699,1.447944840714849
Eig07_AEA(ed),-1.0894502805890676,0.2759553688579034,1.0223881911701815,1.2875161333775613
Eig08_AEA(ed),-0.6859501766671907,0.49274452735210217,1.0457954684975925,0.7077644393486754
Eig09_AEA(ed),-0.34009294473415336,0.7337865347411743,1.0891863478880466,0.3095371172686022
Eig10_AEA(ed),-0.28821435994419775,0.7731826573146688,1.0878410982642792,0.25723996165291485
Eig11_AEA(ed),0.18445719036428657,0.8536548079975348,1.0525607184558141,0.15822837299874926
Eig12_AEA(ed),-0.01152857439776791,0.9908017322343429,1.069939542504603,0.009240833049584334
Eig13_AEA(ed),-0.47267155030848435,0.636447526779879,1.083554660190694,0.45185330463462486
Eig14_AEA(ed),-0.28821435994419775,0.7731826573146688,1.0117254689197301,0.25723996165291485
Eig15_AEA(ed),-0.2939786471430817,0.7687742199118759,1.038452915028345,0.26295795478127576
Eig01_AEA(bo),3.0262507794140765,0.0024760684615897383,0.9724478939873689,6.001083274465413
Eig02_AEA(bo),0.7839430590482179,0.43307352239536234,0.9951956746626406,0.836847767713821
Eig03_AEA(bo),-0.10952145677879514,0.9127889040869848,0.9947013447676908,0.09125063641636608
Eig04_AEA(bo),-2.334536315548002,0.01956765680126512,1.019515984699989,3.933877238965395
Eig05_AEA(bo),-0.14410717997209888,0.8854158351070632,0.9595071158904317,0.12169787415115998
Eig06_AEA(bo),0.17869290316540262,0.8581788419489083,0.9812062121933666,0.15294276071498444
Eig07_AEA(bo),0.040350010392187684,0.9678140836903182,1.0232626928482291,0.032715272455276466
Eig08_AEA(bo),0.02305714879553582,0.9816046868975358,1.0265008096807127,0.018566610843843666
Eig09_AEA(bo),-0.3977358167229929,0.6908249329462907,1.1463702302028298,0.3698688405029678
Eig10_AEA(bo),-0.30550722154084964,0.7599798707237732,1.1388676085598937,0.27446333194228983
Eig11_AEA(bo),-0.35162151913192125,0.7251221246333034,1.150449022450861,0.32141519054312123
Eig12_AEA(bo),-0.386207242325225,0.6993431904720091,1.1867571438752946,0.3576136837428012
Eig13_AEA(bo),-0.12105003117656306,0.9036514073723857,1.269629586076576,0.10131160427085432
Eig14_AEA(bo),-0.13257860557433096,0.8945266533131705,1.0949356376893624,0.11146057959279804
Eig15_AEA(bo),-0.40350010392187685,0.6865803583016667,1.8116803653654143,0.3760320055601847
Eig01_AEA(dm),0.35738580633080524,0.720803001010204,1.0096037332438332,0.32738940925299675
Eig02_AEA(dm),0.8012359206448698,0.4229950796939508,0.9968129665510366,0.8603947319327049
Eig03_AEA(dm),0.8819359414292451,0.377811449474418,0.9606231763139098,0.973360018724337
Eig04_AEA(dm),-0.44385011431406457,0.6571509534273993,1.0039541286801326,0.419841525203161
Eig05_AEA(dm),-0.22480720075647426,0.8221292640622282,0.9652877038356289,0.1958576407391591
Eig06_AEA(dm),0.14410717997209888,0.8854158351070632,0.9690856146166994,0.12169787415115998
Eig07_AEA(dm),-0.6744216022694227,0.5000433126245314,1.0036176736875124,0.6930605590626328
Eig08_AEA(dm),-0.3631500935296892,0.7164927659199594,0.9453604332061579,0.3333871281780557
Eig09_AEA(dm),-0.09799288238102724,0.9219379452036464,1.0070032352809322,0.08127736224195586
Eig10_AEA(dm),0.09799288238102724,0.9219379452036464,0.9590002841639598,0.08127736224195586
Eig11_AEA(dm),-0.040350010392187684,0.9678140836903182,1.0139446172327322,0.032715272455276466
