ID,MATS3p,SM10_AEA(dm),GATS7s,F07[N-O],VE1sign_Dz(v),VE3sign_D/Dt,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),P_VSA_charge_7,CATS2D_04_AA,H-052,CATS2D_09_AA,VE1sign_B(p),MATS3m,F10[O-O],P_VSA_LogP_5,Eig04_AEA(bo),P_VSA_LogP_4,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,CATS2D_05_DA,GATS2p,GATS8i
Xiao_2018_2,0.2941725250880009,0.3910241029590722,0.3704414951421264,0.1666666666666666,0.3783217275681161,0.49869888695748,0.0,0.0,0.6872374326762198,0.0,0.4285714285714285,0.0,0.0,0.6555425289433645,0.6034015259527062,0.0,0.3294216185709333,0.5121203100789185,0.289629053740691,0.5085818959381259,0.8399614793189012,0.28091703301035,0.7352918048842939,0.2443997187920903,0.7944063460608343,0.8333333333333334,0.4879389396365834,0.7467807711524106
Xiao_2018_4,0.3193957777782547,0.3905164945849937,0.2861970952572161,0.1666666666666666,0.2523887280917193,0.5082320846714442,0.0,0.0,0.7459577330913678,0.0,0.4285714285714285,0.0,0.0,0.6485872738007843,0.6645597196703609,0.0,0.3294216185709333,0.5116333587838695,0.289629053740691,0.5639537024188179,0.8177078162745932,0.363623031619,0.6086412044187072,0.1863927834169882,0.3739309333199431,0.6666666666666666,0.5314175807381751,0.6503102763717181
Xiao_2018_5,0.3096711235685417,0.3910241029590722,0.3563587930795164,0.1666666666666666,0.3876189342559359,0.4986988869574839,0.0,0.0,0.6872374326762198,0.0,0.5714285714285714,0.0,0.0,0.6561309027246813,0.5491192311372839,0.5,0.3294216185709333,0.5121203100789185,0.289629053740691,0.5884418769444402,0.8832172223728074,0.1848124209254057,0.6586263790568089,0.2458627179139823,0.3739309333199431,0.8333333333333334,0.5347409949257278,0.7040168962891198
Xiao_2019_2,0.252933702302679,0.4042695667084941,0.4933080458542744,0.8333333333333334,0.2069009432112672,0.4219087034810409,1.0,0.0,0.9832202579560488,0.0,0.7142857142857143,0.0,0.2857142857142857,0.5952379685251692,0.4282692102705964,0.0,0.3294216185709333,0.5276746638667724,0.7929812723018024,0.8824925969545667,0.9760529268606803,0.2707364479358363,0.5455676536590826,0.158366637008374,0.3739309333199431,0.8333333333333334,0.5056086864724092,0.5098586604083359
Xiao_2019_3,0.23582645344527,0.4072210291481664,0.4483011736501663,0.5,0.2928062716842043,0.4113689164784014,1.0,0.0,0.8492773304568466,0.0,0.7142857142857143,0.0,0.1428571428571428,0.6164776606183886,0.5262194708367978,0.5,0.3294216185709333,0.5321356955325607,0.5082100303243231,0.805126043355262,1.0,0.1722905241266848,0.6270472236330005,0.1442915520737306,0.9378851936078092,1.0,0.5310289809965218,0.6167218890256685
Jia_2018_UC8,0.5855193515368909,0.5206711130320718,0.3195750537505166,0.1666666666666666,0.148122798126934,0.7583719410862664,1.0,0.75,1.0,0.7431078808714661,0.4285714285714285,1.0,0.4285714285714285,0.2456866701944809,0.8972047356159766,0.0,0.1859364290387481,0.8249121220907019,0.2015342002849538,0.5005021657389337,0.5759117864753533,0.326007684351893,0.6172209268127953,0.474356465628635,0.3840996252846562,0.5,0.3624113840920793,0.8340581434283212
Jia_2018_UC12,0.5772140215212991,0.5206711130337673,0.2775165026411672,0.1666666666666666,0.737054936941546,0.8712740100122705,1.0,0.75,0.8626112258130725,0.7431078808714661,0.4285714285714285,1.0,0.4285714285714285,0.2450762834174045,0.923611764484106,0.0,0.1859364290387481,0.8249121248996842,0.2015342002849538,0.3664851662865285,0.4285860628540643,0.2930332041590325,0.5062796317010132,0.4504274746888823,0.3840996252846562,0.5,0.4833067743434025,0.7931123018788848
Jia_2018_UC16,0.5671740606074688,0.5206711130337673,0.2480629803857009,0.1666666666666666,1.0,1.0,1.0,0.75,0.7467734362843057,0.7431078808714661,0.4285714285714285,1.0,0.4285714285714285,0.2443734767759043,0.9288707290283118,0.0,0.1859364290387481,0.8249121249019216,0.2015342002849538,0.2656270120594675,0.2971522546077789,0.2553057018979304,0.4219575719191226,0.4336042617455948,0.3840996252846562,0.5,0.5755786069987443,0.7646967965310254
Tang_2019_ArabinoC,0.1892422425600897,0.2708500975333039,0.4624487729839763,0.1666666666666666,0.0815775940669617,0.7700769153867477,0.0,0.25,0.435655745863821,0.2062111714471989,0.2857142857142857,0.0,0.0,0.8318908694475862,0.5838313938672197,0.0,0.2326327924959686,0.0516262333366381,0.0,0.4607564459729305,0.6469408803304231,0.1578093729429656,0.4417574340517448,0.3277392133841514,0.0259301645100186,0.5,0.6677291383737245,0.4851547595172105
Tang_2019_DideoxyC,0.2956035779470224,0.0,0.6849671514191384,0.0,0.2302280193371725,0.8116830454541601,0.0,0.25,0.2512419461130761,0.316518286257351,0.0,1.0,0.0,0.9724894287133344,0.5081774395390368,0.0,0.2326327924959686,0.0,0.0,0.3921647770556049,0.6162552917026427,0.3131684552550641,0.4442958767406033,0.4552776383869021,0.0259301645100186,0.0,0.5188368505018586,0.4501758957020108
Peters_2014_3,0.2491579729070993,0.3824898729028496,0.4825701994506646,0.3333333333333333,0.2588762709746782,0.4336736036004559,1.0,0.0,0.6670987472563308,0.0,0.5714285714285714,0.0,0.1428571428571428,0.1544477617222636,0.7206785869378578,0.0,0.3294216185709333,0.0625701448933027,0.4389376814404214,0.7202071274190356,0.747621930888895,0.0,0.6695984224201124,0.0,0.2244511614386589,0.5,0.3476313538761229,0.4965252108499223
Plank_2016_2,0.3265790743677035,0.3905164945849937,0.347626090809398,0.1666666666666666,0.1971871865086057,0.5082320846714461,0.0,0.0,0.3883964389261045,0.0,0.4285714285714285,0.0,0.0,0.6555800810814736,0.5631140901959728,0.0,0.3294216185709333,0.5116333587838695,0.289629053740691,1.0,0.8590319152404366,0.0262113744836676,0.3377593449429519,0.0903479619913478,0.3739309333199431,0.3333333333333333,0.0,0.3533973014415721
Du2021_L_G,0.307924023430828,0.3905164945849937,0.3653019177243406,0.5,0.2591533994183799,0.5082320846714461,1.0,0.0,0.7110671738888499,0.0,0.5714285714285714,0.0,0.1428571428571428,0.6473716120675506,0.5879658798607705,0.0,0.3294216185709333,0.5116333587838695,0.289629053740691,0.6503316158037196,0.7944060685210652,0.2240204351405429,0.6311572244031397,0.262949727486724,0.3739309333199431,0.6666666666666666,0.4840496943999524,0.6078285511668826
