ID,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),SM5_X,P_VSA_charge_7,CATS2D_04_AA,CATS2D_05_DL,H-052,CATS2D_09_AA,F05[N-N],SpDiam_AEA(ed),MATS3m,P_VSA_LogP_5,Eig04_AEA(bo),nN(CO)2,CATS2D_03_DL,s2_numRotBonds,P_VSA_LogP_4,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,Eig03_AEA(ed),CATS2D_05_DA,GATS2p,C-016,s2_pathLength,GATS8i
Buerkle_2012_8OMeG,1.0,0.0,0.5280185576864653,0.2266877553975384,0.0,0.8571428571428571,0.0,0.0,0.1428571428571428,0.2,0.3299153359741495,0.6788012382820598,0.5426534571163113,0.5116598226349178,0.0,0.0,0.1428571428571428,0.1403204260409604,0.5820440105727407,0.7443149172133108,0.462518631784564,1.0,0.3447202750161708,0.3581694607746371,0.6824857633241193,1.0,0.2175932201476103,0.0,0.0909090909090908,0.4338960734244586
Buerkle_2012_8BrTAcG,1.0,0.25,0.5681009720418082,0.2266877553975384,1.0,0.5714285714285714,0.3333333333333333,0.0,0.7142857142857142,0.2,0.2123494439764384,0.4720429979746827,0.8172228961651554,0.5563977625650538,0.0,0.0,1.0,0.8506913723002725,0.8964761671398502,0.5932598833420504,0.6018201364790522,0.5547617975410322,0.2728088404769417,1.0,0.6989523458671503,0.0,0.0238119260384706,0.0,1.0,0.5973678884973286
Buerkle_2012_8OMeTAcG,1.0,0.0,0.6351020902410376,0.2266877553975288,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.2,0.3446302922216522,0.1102102408461208,1.0,0.5574617454106567,0.0,0.0,1.0,0.8506913723002725,0.6498838324496576,0.5126948365473876,1.0,0.8961291729382221,0.3049698427842946,0.9842385274546948,0.7110156508731125,0.1666666666666666,0.1128591004254575,0.0,1.0,0.5794164672895283
Xiao_2018_2,0.0,0.0,0.6872374326762198,0.3130314090026201,0.0,0.4285714285714285,0.0,0.0,0.0,0.4,0.3819915562072973,0.6034015259527062,0.3294216185709333,0.5121203100789185,0.0,0.0,0.1428571428571428,0.289629053740691,0.5085818959381259,0.8399614793189012,0.28091703301035,0.7352918048842939,0.2443997187920903,0.7944063460608343,0.5899913089297604,0.8333333333333334,0.4879389396365834,0.0,0.0909090909090908,0.7467807711524106
Xiao_2018_4,0.0,0.0,0.7459577330913678,0.3130314090026138,0.0,0.4285714285714285,0.0,0.0,0.0,0.4,0.2429666025366241,0.6645597196703609,0.3294216185709333,0.5116333587838695,0.0,0.0,0.0,0.289629053740691,0.5639537024188179,0.8177078162745932,0.363623031619,0.6086412044187072,0.1863927834169882,0.3739309333199431,0.5877000714043152,0.6666666666666666,0.5314175807381751,0.0,0.0,0.6503102763717181
Xiao_2018_5,0.0,0.0,0.6872374326762198,0.3130314090026106,0.0,0.5714285714285714,0.0,0.0,0.0,0.4,0.3819915562073026,0.5491192311372839,0.3294216185709333,0.5121203100789185,0.0,0.0,0.1428571428571428,0.289629053740691,0.5884418769444402,0.8832172223728074,0.1848124209254057,0.6586263790568089,0.2458627179139823,0.3739309333199431,0.5899913089297746,0.8333333333333334,0.5347409949257278,0.0,0.0909090909090908,0.7040168962891198
Xiao_2019_2,1.0,0.0,0.9832202579560488,0.3130314090026106,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.2,0.0735400802928221,0.4282692102705964,0.3294216185709333,0.5276746638667724,0.0,0.0,0.0,0.7929812723018024,0.8824925969545667,0.9760529268606803,0.2707364479358363,0.5455676536590826,0.158366637008374,0.3739309333199431,0.6814389649718509,0.8333333333333334,0.5056086864724092,0.0,0.0,0.5098586604083359
Xiao_2019_3,1.0,0.0,0.8492773304568466,0.3130314090026201,0.0,0.7142857142857143,0.0,0.0,0.1428571428571428,0.4,0.2681457066015116,0.5262194708367978,0.3294216185709333,0.5321356955325607,0.0,0.0,0.0,0.5082100303243231,0.805126043355262,1.0,0.1722905241266848,0.6270472236330005,0.1442915520737306,0.9378851936078092,0.702017879839989,1.0,0.5310289809965218,0.0,0.0909090909090908,0.6167218890256685
Jia_2018_UC8,1.0,0.75,1.0,0.1677972465569831,0.7431078808714661,0.4285714285714285,1.0,1.0,0.4285714285714285,0.0,0.5678584871983987,0.8972047356159766,0.1859364290387481,0.8249121220907019,1.0,0.5,0.1428571428571428,0.2015342002849538,0.5005021657389337,0.5759117864753533,0.326007684351893,0.6172209268127953,0.474356465628635,0.3840996252846562,0.9999999999981446,0.5,0.3624113840920793,0.0,0.0909090909090908,0.8340581434283212
Jia_2018_UC12,1.0,0.75,0.8626112258130725,0.1677972465569678,0.7431078808714661,0.4285714285714285,1.0,1.0,0.4285714285714285,0.0,0.5795876764204668,0.923611764484106,0.1859364290387481,0.8249121248996842,1.0,0.5,0.1428571428571428,0.2015342002849538,0.3664851662865285,0.4285860628540643,0.2930332041590325,0.5062796317010132,0.4504274746888823,0.3840996252846562,1.0,0.5,0.4833067743434025,0.0,0.0909090909090908,0.7931123018788848
Jia_2018_UC16,1.0,0.75,0.7467734362843057,0.1677972465570165,0.7431078808714661,0.4285714285714285,1.0,1.0,0.4285714285714285,0.0,0.5837618898857158,0.9288707290283118,0.1859364290387481,0.8249121249019216,1.0,0.5,0.1428571428571428,0.2015342002849538,0.2656270120594675,0.2971522546077789,0.2553057018979304,0.4219575719191226,0.4336042617455948,0.3840996252846562,0.9999999999999848,0.5,0.5755786069987443,0.0,0.0909090909090908,0.7646967965310254
Tang_2019_ArabinoC,0.0,0.25,0.435655745863821,0.04664630641426,0.2062111714471989,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.1774261625927859,0.5838313938672197,0.2326327924959686,0.0516262333366381,0.0,0.0,0.1428571428571428,0.0,0.4607564459729305,0.6469408803304231,0.1578093729429656,0.4417574340517448,0.3277392133841514,0.0259301645100186,0.2009504939036479,0.5,0.6677291383737245,1.0,0.0909090909090908,0.4851547595172105
Tang_2019_DideoxyC,0.0,0.25,0.2512419461130761,0.2701520832028977,0.316518286257351,0.0,0.0,1.0,0.0,0.0,0.0,0.5081774395390368,0.2326327924959686,0.0,0.0,0.5,0.0,0.0,0.3921647770556049,0.6162552917026427,0.3131684552550641,0.4442958767406033,0.4552776383869021,0.0259301645100186,0.0,0.0,0.5188368505018586,1.0,0.2727272727272727,0.4501758957020108
Peters_2014_3,1.0,0.0,0.6670987472563308,0.3130314090026201,0.0,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.2433991826483232,0.7206785869378578,0.3294216185709333,0.0625701448933027,0.0,0.0,0.1428571428571428,0.4389376814404214,0.7202071274190356,0.747621930888895,0.0,0.6695984224201124,0.0,0.2244511614386589,0.5804228813592482,0.5,0.3476313538761229,0.0,0.0909090909090908,0.4965252108499223
Plank_2016_2,0.0,0.0,0.3883964389261045,0.3130314090026201,0.0,0.4285714285714285,0.3333333333333333,0.0,0.0,0.2,0.2429666025366241,0.5631140901959728,0.3294216185709333,0.5116333587838695,0.0,0.0,0.0,0.289629053740691,1.0,0.8590319152404366,0.0262113744836676,0.3377593449429519,0.0903479619913478,0.3739309333199431,0.5877000714043232,0.3333333333333333,0.0,0.0,0.0909090909090908,0.3533973014415721
Du2021_L_G,1.0,0.0,0.7110671738888499,0.3130314090026201,0.0,0.5714285714285714,0.0,0.0,0.1428571428571428,0.2,0.2429666025366241,0.5879658798607705,0.3294216185709333,0.5116333587838695,0.0,0.0,0.1428571428571428,0.289629053740691,0.6503316158037196,0.7944060685210652,0.2240204351405429,0.6311572244031397,0.262949727486724,0.3739309333199431,0.5877000714043232,0.6666666666666666,0.4840496943999524,0.0,0.0909090909090908,0.6078285511668826
