ID,P_VSA_charge_7,MATS3m,CATS2D_09_DA,VE1sign_Dz(v),H-052,B09[O-O],F05[N-N],P_VSA_charge_4,CATS2D_04_AA,SpMAD_AEA(dm),SpMAD_EA(ri),MATS2p,IC1,GATS2p,GATS3s,MATS6i,CATS2D_03_DL,GATS6i,C-016,GATS8e,VE1sign_B(p),CATS2D_08_DA,F10[O-O]
Nuthanakanti_2020_3b,0.2471974771325583,0.7247918501535611,0.2,0.4817312170061714,0.0,1.0,0.0,0.0,0.4285714285714285,0.186361395634135,0.3081838444248337,0.1526581134438992,0.0711803563783994,0.8997855140482316,0.1776059293878376,0.4858705563778812,0.5,0.3216548429704584,0.0,0.5885252053140171,0.4406229666630008,0.2,0.0
Nuthanakanti_2020_3c,0.2471974771325583,0.7293209168947203,0.2,0.4789650352501585,0.0,1.0,0.0,0.0,0.4285714285714285,0.1309354194470424,0.2574594434351276,0.1192933468047774,0.0,0.9341253438656216,0.1506489499725229,0.4949918027805224,0.5,0.3209307997882651,0.0,0.5174339796181446,0.4401812773237699,0.2,0.0
Nuthanakanti_2020_4a,0.0551535574050765,0.7073368989827433,0.2,0.4245958258738402,0.0,1.0,0.0,0.0,0.4285714285714285,0.157604693157876,0.2238436205520422,0.026216183033253,0.1912686443434172,0.9671486640267296,0.2273394044665608,0.3623864827153826,0.0,0.426217163971113,1.0,0.6136359516864924,0.9561961487595116,0.2,0.0
Nuthanakanti_2020_4b,0.0551535574050765,0.7161754509069966,0.2,0.4281685721207945,0.0,1.0,0.0,0.0,0.4285714285714285,0.1012826572919065,0.1732100294740259,0.0,0.1065865884459213,1.0,0.1933885249406479,0.3859403147100849,0.0,0.4133983460419714,1.0,0.5065944707142833,0.9555351840746742,0.2,0.0
Seela_2011_2,0.0693208091247934,0.3385810349778462,0.8,0.0997662127762916,0.0,0.0,0.8,0.03803750959894,1.0,0.245126158613707,0.88965812348094,0.4694779460987526,0.9371282611962064,0.3714949425558118,0.5210419997598614,0.7290839883989656,0.0,0.507467207484464,0.0,0.5244484532381324,0.1330405983641333,0.8,0.0
Seela_2011_3,0.605381191661035,0.4438792287137696,0.4,0.2817421008766549,0.0,0.0,0.0,0.3567656072728172,0.4285714285714285,0.1297163918998833,0.6599367098426416,0.4191145745759507,0.9072038432457332,0.4091288517175364,0.4905112375856721,0.7065227742839173,0.0,0.4580874435895961,0.0,0.335548394131069,0.2650690880134642,0.4,0.0
Seela_2011_4,0.5092413285705986,0.0,0.4,0.0439242861977155,0.0,0.0,0.2,0.3567656072728172,1.0,0.1303239988816189,0.6840136186288568,0.6065708154533282,0.876562592565127,0.1921555850198433,0.6143695626517449,0.7921545071015574,0.0,0.3320529196893713,0.0,0.189280591539716,0.289691370214028,0.4,0.0
Seela_2011_13,0.0693208091247934,0.225643425557117,1.0,0.0041280257115373,0.0,0.0,1.0,0.0,0.4285714285714285,0.2491277941041207,0.8991568571319544,0.7581597665809005,0.9177294267438318,0.1600824152082012,0.5010199764388459,1.0,0.5,0.1930673441680395,0.0,0.5079429486211615,0.1461409713007917,0.6000000000000001,0.0
Jung_2005,0.0693208091247934,0.0935104208563103,0.8,0.0175919937066452,0.0,1.0,0.8,0.3567656072728172,0.7142857142857143,0.4372869622705817,0.8958408921122505,0.5340680138854755,0.8093487654810683,0.3796495278868605,0.4013092855375688,0.1969781616603169,0.0,0.7061044811934245,0.0,0.3978686745559128,0.836735226239353,0.4,0.0
Sreenivasachary_2005,0.0,0.3760497673769282,0.6000000000000001,0.2847055810079872,0.0,1.0,0.4,0.359388883796882,0.5714285714285714,0.6388047390061633,0.8492773304568466,0.7072281959881009,0.9513711979618223,0.492777777230061,0.5360388964698997,0.6166169138679443,0.0,0.1457182719253782,0.0,0.6592830595468346,0.6155811975179921,1.0,0.0
Buerkle_2012_8OMeG,0.0,0.5379358613876511,0.6000000000000001,0.3006008794510559,0.0,1.0,0.2,0.7187777675937619,0.8571428571428571,0.5490119702436127,0.5280185576864653,1.0,0.7443149172133108,0.2235155005669353,0.4738508665173888,0.6551878901957273,0.0,0.3447202750161708,0.0,0.531823711570762,0.7410393020576467,0.6000000000000001,0.0
Buerkle_2012_8BrTAcG,1.0,0.2379390062551997,0.8,0.3703611976940555,0.0,1.0,0.2,0.359388883796882,0.5714285714285714,0.6220760809160195,0.5681009720418082,0.5451976897553423,0.5932598833420504,0.0244600202356535,0.9999999999999998,0.5674337356129706,0.0,0.2728088404769417,0.0,0.7254722337827,0.6787969827083644,0.4,0.5
Xiao_2018_2,0.0,0.4285342890823826,0.2,0.3783217275681161,0.0,0.0,0.4,0.359388883796882,0.4285714285714285,0.5137363493471403,0.6872374326762198,0.7296056402742942,0.8399614793189012,0.5012192763404371,0.4928037701032512,0.5662015267921965,0.0,0.2443997187920903,0.0,0.5784923393319914,0.6555425289433645,1.0,0.0
Xiao_2018_4,0.0,0.5172720620175831,0.2,0.2523887280917193,0.0,0.0,0.4,0.359388883796882,0.4285714285714285,0.5145252941690757,0.7459577330913678,0.6002344736324777,0.8177078162745932,0.5458812847577938,0.435360982324823,0.5514623804514498,0.0,0.1863927834169882,0.0,0.8321783776233682,0.6485872738007843,0.6000000000000001,0.0
Xiao_2019_2,0.0,0.1744252201592318,1.0,0.2069009432112672,0.0,1.0,0.2,0.359388883796882,0.7142857142857143,0.6595507493297514,0.9832202579560488,0.5358060475846149,0.9760529268606803,0.5193699443907622,0.4955569377226441,0.6574621128233207,0.0,0.158366637008374,0.0,0.9999999999999998,0.5952379685251692,0.6000000000000001,0.0
Xiao_2019_3,0.0,0.3165466180081384,0.6000000000000001,0.2928062716842043,0.0,1.0,0.4,0.359388883796882,0.7142857142857143,1.0,0.8492773304568466,0.6190358703114602,1.0,0.545482108415273,0.3955679778925747,0.5620982799254244,0.0,0.1442915520737306,0.0,0.838053735419755,0.6164776606183886,1.0,0.5
Jia_2018_UC8,0.7431078808714661,0.8548294577574884,0.2,0.148122798126934,1.0,1.0,0.0,0.0,0.4285714285714285,0.4345745717029201,1.0,0.6089984960019389,0.5759117864753533,0.3722752109258977,0.092511215603352,0.46953813547159,0.5,0.474356465628635,0.0,0.3913771376857258,0.2456866701944809,0.2,0.0
Jia_2018_UC12,0.7431078808714661,0.8931448622707663,0.2,0.737054936941546,1.0,1.0,0.0,0.0,0.4285714285714285,0.3201249021043582,0.8626112258130725,0.495674084395496,0.4285860628540643,0.4964610364306097,0.0379557222274884,0.4933641072240277,0.5,0.4504274746888823,0.0,0.3016673617848311,0.2450762834174045,0.2,0.0
Jia_2018_UC16,0.7431078808714661,0.900775381964537,0.2,1.0,1.0,1.0,0.0,0.0,0.4285714285714285,0.2226804461425287,0.7467734362843057,0.4095407126821238,0.2971522546077789,0.591244250954464,0.0,0.5096788174942095,0.5,0.4336042617455948,0.0,0.2408806934501068,0.2443734767759043,0.2,0.0
Tang_2019_ArabinoC,0.2062111714471989,0.4001389125719009,0.2,0.0815775940669617,0.0,0.0,0.0,0.359388883796882,0.2857142857142857,0.447427242742509,0.435655745863821,0.4297658932499844,0.6469408803304231,0.685902862715507,0.2752749600977082,0.3374748201212493,0.0,0.3277392133841514,1.0,0.4610060775463247,0.8318908694475862,0.2,0.0
Tang_2019_DideoxyC,0.316518286257351,0.290368446625547,0.2,0.2302280193371725,1.0,0.0,0.0,0.359388883796882,0.0,0.2939351274000152,0.2512419461130761,0.4323588639181356,0.6162552917026427,0.532958142141676,0.0201957036374356,0.281889005032536,0.5,0.4552776383869021,1.0,0.4269799037464583,0.9724894287133344,0.0,0.0
Peters_2014_3,0.0,0.5986980001993749,0.4,0.2588762709746782,0.0,1.0,0.0,0.0,0.5714285714285714,0.5589090530612459,0.6670987472563308,0.6625011062350142,0.747621930888895,0.3570929095202158,0.3201503306257525,0.7011728588014177,0.0,0.0,0.0,0.8070143950984747,0.1544477617222636,0.4,0.0
Plank_2016_2,0.0,0.3700790419763765,0.0,0.1971871865086057,0.0,0.0,0.2,0.359388883796882,0.4285714285714285,0.6259640497294496,0.3883964389261045,0.3235338338119407,0.8590319152404366,0.0,0.5371328088471305,0.8333596994035364,0.0,0.0903479619913478,0.0,0.9326502137345252,0.6555800810814736,0.6000000000000001,0.0
Du2021_L_G,0.0,0.4061378647481743,0.6000000000000001,0.2591533994183799,0.0,1.0,0.2,0.359388883796882,0.5714285714285714,0.5663457429606273,0.7110671738888499,0.6232341575092863,0.7944060685210652,0.4972241766985297,0.3984630185012396,0.58771307702846,0.0,0.262949727486724,0.0,0.8597334795825089,0.6473716120675506,0.6000000000000001,0.0
